transaction_hour,transaction_day,transaction_month,transaction_year,transaction_exact_time,transaction_amount,upi_number,account_holder_name,seller_name,transaction_category,device_type,transaction_status
15,2,2,2023,69854,5661.353937113103,upi958@bank,User958,Seller14,Food & Dining,Native App iOS,Valid
3,3,2,2024,56088,1686.2204348921077,upi959@bank,User959,Seller14,Gaming/Entertainment,Native App iOS,Valid
10,22,4,2023,77015,1391.7896420202974,upi960@bank,User960,Seller53,Food & Dining,POS Terminal,Valid
23,8,9,2023,7398,1859.6924274274102,upi961@bank,User961,Seller84,Electronics,Native App Android,Valid
22,24,8,2023,2452,1915.8284379591266,upi962@bank,User962,Seller29,P2P Transfer,Native App iOS,Valid
8,15,2,2024,33193,373.39351996846386,upi963@bank,User963,Seller23,P2P Transfer,Native App Android,Valid
22,11,8,2023,79401,2319.343380322519,upi964@bank,User964,Seller85,Food & Dining,Native App iOS,Valid
2,9,4,2024,25345,1204.2417901694357,upi965@bank,User965,Seller31,Healthcare,Native App iOS,Valid
18,7,2,2024,85895,1457.0594864985123,upi966@bank,User966,Seller96,Gaming/Entertainment,Native App iOS,Valid
7,13,11,2024,74335,61.57131397071757,upi967@bank,User967,Seller71,Electronics,Native App Android,Valid
4,2,10,2023,59196,2892.5697445677333,upi968@bank,User968,Seller77,Travel/Transport,Native App iOS,Valid
3,8,7,2023,23053,3608.8137584297037,upi969@bank,User969,Seller61,Food & Dining,Native App Android,Fraud
23,7,6,2024,83220,1932.1259143719942,upi970@bank,User970,Seller23,Electronics,Native App iOS,Valid
5,24,10,2024,5015,2762.4037819428345,upi971@bank,User971,Seller8,Groceries,Native App iOS,Valid
1,12,5,2024,8657,1479.2452648111118,upi972@bank,User972,Seller76,Travel/Transport,Native App Android,Failed
19,19,11,2024,51116,1926.5203487647887,upi973@bank,User973,Seller16,Electronics,Mobile Web,Valid
10,7,1,2024,21951,1003.6382699913669,upi974@bank,User974,Seller26,Healthcare,Native App Android,Valid
3,10,2,2023,26521,3139.2257740449854,upi975@bank,User975,Seller29,Food & Dining,Native App Android,Valid
14,29,8,2023,54431,1263.2423735512914,upi976@bank,User976,Seller93,Utilities,Native App iOS,Valid
5,25,1,2023,10731,2280.199661850283,upi977@bank,User977,Seller6,P2P Transfer,Native App Android,Valid
21,16,3,2024,18744,1942.7052825238413,upi978@bank,User978,Seller37,Food & Dining,Native App iOS,Valid
16,3,2,2024,63094,2423.435561321426,upi979@bank,User979,Seller33,Electronics,Native App Android,Valid
23,30,5,2023,18423,3076.243651241317,upi980@bank,User980,Seller95,Gaming/Entertainment,Mobile Web,Valid
5,10,4,2023,17568,1437.805990830462,upi981@bank,User981,Seller46,Travel/Transport,Native App iOS,Valid
18,6,7,2024,47411,3353.9987882931705,upi982@bank,User982,Seller61,Travel/Transport,Native App iOS,Valid
1,18,5,2024,3934,1375.3532916033603,upi983@bank,User983,Seller41,Electronics,Native App iOS,Valid
14,18,8,2024,76945,6276.174000323208,upi984@bank,User984,Seller18,Gaming/Entertainment,Native App Android,Fraud
10,5,4,2023,8172,2794.077743308085,upi985@bank,User985,Seller95,P2P Transfer,Mobile Web,Valid
7,21,12,2024,27358,375.4120133128932,upi986@bank,User986,Seller16,Food & Dining,Mobile Web,Fraud
18,29,6,2024,66313,3539.0310764855158,upi987@bank,User987,Seller51,Travel/Transport,Mobile Web,Valid
12,7,4,2024,19763,1604.084139780609,upi988@bank,User988,Seller37,Travel/Transport,Native App iOS,Valid
11,28,2,2023,48673,8328.799163245378,upi989@bank,User989,Seller14,Utilities,Native App Android,Valid
4,2,1,2024,85997,2537.5136884355124,upi990@bank,User990,Seller68,Groceries,POS Terminal,Valid
5,11,1,2023,67975,176.33116908781398,upi991@bank,User991,Seller30,Utilities,Native App iOS,Valid
21,30,8,2024,7804,1004.9228283637011,upi992@bank,User992,Seller60,Groceries,Native App iOS,Valid
3,13,4,2024,47594,1456.6179596417712,upi993@bank,User993,Seller53,Travel/Transport,POS Terminal,Failed
18,23,5,2023,78748,3652.87081848617,upi994@bank,User994,Seller97,Groceries,Native App Android,Valid
19,5,11,2024,67525,2613.8246121552897,upi995@bank,User995,Seller36,Food & Dining,Mobile Web,Valid
0,30,8,2023,73404,922.040428397423,upi996@bank,User996,Seller30,Travel/Transport,Native App iOS,Valid
19,6,12,2024,24604,2119.356430314643,upi997@bank,User997,Seller64,Travel/Transport,Native App Android,Failed
16,24,7,2023,22135,1720.3450049749554,upi998@bank,User998,Seller14,Gaming/Entertainment,POS Terminal,Valid
11,26,8,2024,37918,269.4701968953632,upi999@bank,User999,Seller23,Groceries,POS Terminal,Valid
14,29,8,2023,50849,535.3894943576272,upi1000@bank,User1000,Seller48,Electronics,Desktop Web,Valid
0,14,6,2023,30847,834.4347304359022,upi1001@bank,User1001,Seller28,Groceries,Desktop Web,Valid
13,12,10,2024,43774,435.0273734763553,upi1002@bank,User1002,Seller7,Groceries,Native App iOS,Valid
5,4,2,2023,60709,325.35281515836016,upi1003@bank,User1003,Seller42,P2P Transfer,Native App iOS,Valid
4,29,6,2024,10680,119.91994701499159,upi1004@bank,User1004,Seller10,P2P Transfer,Mobile Web,Valid
10,23,1,2023,55037,4128.7522440612665,upi1005@bank,User1005,Seller68,Food & Dining,Native App iOS,Valid
3,6,1,2024,58914,682.0065428476925,upi1006@bank,User1006,Seller44,Food & Dining,Native App Android,Valid
12,10,11,2024,26309,685.883931528742,upi1007@bank,User1007,Seller13,Electronics,Native App iOS,Valid
10,18,3,2024,10349,461.91837151893645,upi1008@bank,User1008,Seller85,P2P Transfer,POS Terminal,Valid
2,15,3,2024,75079,1290.2284035427465,upi1009@bank,User1009,Seller33,Utilities,Native App Android,Valid
0,8,11,2023,60820,1444.089310893451,upi1010@bank,User1010,Seller92,Food & Dining,Mobile Web,Valid
5,26,5,2024,74996,467.09840214692764,upi1011@bank,User1011,Seller87,Food & Dining,Native App Android,Failed
17,9,1,2024,34553,1875.8988843589837,upi1012@bank,User1012,Seller32,P2P Transfer,Native App iOS,Valid
23,5,10,2024,28525,2567.475253847734,upi1013@bank,User1013,Seller48,P2P Transfer,Native App iOS,Valid
9,10,6,2024,5948,936.2989735509536,upi1014@bank,User1014,Seller5,Electronics,Native App iOS,Valid
4,20,7,2024,14498,1761.131555359715,upi1015@bank,User1015,Seller61,Gaming/Entertainment,Native App iOS,Valid
22,6,10,2023,18991,1395.5232421247194,upi1016@bank,User1016,Seller90,P2P Transfer,Mobile Web,Valid
9,16,12,2024,59790,435.1889478140587,upi1017@bank,User1017,Seller90,Gaming/Entertainment,Native App iOS,Failed
11,24,11,2023,7660,2618.748039954198,upi1018@bank,User1018,Seller3,Healthcare,Native App iOS,Failed
1,27,3,2023,26245,3233.4591424031482,upi1019@bank,User1019,Seller24,Groceries,Mobile Web,Valid
12,3,4,2024,238,2092.7596297421383,upi1020@bank,User1020,Seller98,Travel/Transport,Native App Android,Valid
7,10,10,2024,19920,782.8168193871022,upi1021@bank,User1021,Seller34,Utilities,Native App iOS,Valid
1,11,11,2023,46659,5228.914655758411,upi1022@bank,User1022,Seller84,Travel/Transport,POS Terminal,Valid
19,11,10,2023,74874,1215.2545865587576,upi1023@bank,User1023,Seller94,Groceries,Native App iOS,Valid
0,17,12,2023,42517,618.1614256465123,upi1024@bank,User1024,Seller42,Healthcare,Desktop Web,Failed
4,4,10,2024,75885,1049.2900832185046,upi1025@bank,User1025,Seller20,Healthcare,Mobile Web,Valid
8,4,10,2023,46350,2355.798661261186,upi1026@bank,User1026,Seller41,Groceries,POS Terminal,Valid
16,17,10,2023,77179,3740.7196487548013,upi1027@bank,User1027,Seller82,Travel/Transport,Mobile Web,Valid
8,9,3,2024,28274,881.9011696641991,upi1028@bank,User1028,Seller20,Groceries,Native App Android,Valid
10,19,1,2023,45013,529.557914610539,upi1029@bank,User1029,Seller6,Food & Dining,Native App Android,Valid
14,5,8,2024,39913,1969.6377718351418,upi1030@bank,User1030,Seller57,Healthcare,Native App iOS,Valid
23,22,10,2023,45819,5082.067852390279,upi1031@bank,User1031,Seller42,Travel/Transport,Native App Android,Valid
5,24,10,2024,82168,404.95064545764603,upi1032@bank,User1032,Seller25,Gaming/Entertainment,Mobile Web,Valid
22,6,2,2023,77857,3249.2998847818526,upi1033@bank,User1033,Seller41,Groceries,Native App Android,Valid
2,3,1,2024,64910,1294.8460196397898,upi1034@bank,User1034,Seller41,Gaming/Entertainment,Mobile Web,Valid
16,22,8,2024,23485,3214.006796161858,upi1035@bank,User1035,Seller3,Food & Dining,Native App Android,Valid
4,1,7,2023,2860,1408.5826925850429,upi1036@bank,User1036,Seller43,P2P Transfer,Native App iOS,Valid
11,20,7,2024,49875,947.470042242299,upi1037@bank,User1037,Seller46,Healthcare,Native App Android,Valid
17,22,4,2023,14919,2386.3361076132023,upi1038@bank,User1038,Seller57,Utilities,Native App Android,Valid
13,16,11,2024,73947,4617.755593074686,upi1039@bank,User1039,Seller83,Utilities,Mobile Web,Valid
20,23,9,2024,9586,772.0654821414191,upi1040@bank,User1040,Seller74,Groceries,Mobile Web,Valid
23,11,6,2024,51986,1235.145070402458,upi1041@bank,User1041,Seller51,Utilities,Native App Android,Valid
10,13,2,2024,23055,521.1733200965816,upi1042@bank,User1042,Seller5,Food & Dining,Native App iOS,Valid
8,27,1,2024,34890,405.23497842547704,upi1043@bank,User1043,Seller86,P2P Transfer,Native App Android,Valid
1,10,1,2024,63081,3009.1663308409256,upi1044@bank,User1044,Seller73,Groceries,Mobile Web,Valid
11,3,9,2024,28807,447.94808387330534,upi1045@bank,User1045,Seller97,Electronics,Native App iOS,Valid
2,9,4,2023,85920,3153.149455582855,upi1046@bank,User1046,Seller15,Travel/Transport,Native App Android,Valid
2,28,5,2023,47177,1121.4925348141649,upi1047@bank,User1047,Seller88,Healthcare,Native App Android,Valid
0,12,3,2024,68625,10616.219676440414,upi1048@bank,User1048,Seller94,Gaming/Entertainment,Native App Android,Fraud
7,23,4,2024,14242,439.6516675394329,upi1049@bank,User1049,Seller39,Utilities,Mobile Web,Valid
21,14,12,2024,56317,195.17713023635372,upi1050@bank,User1050,Seller70,Utilities,Mobile Web,Valid
7,1,8,2023,39978,156.85966891377836,upi1051@bank,User1051,Seller79,Groceries,Native App Android,Valid
10,18,4,2024,16433,3608.692762875581,upi1052@bank,User1052,Seller38,Travel/Transport,Mobile Web,Valid
8,17,9,2023,33282,1151.7109705014805,upi1053@bank,User1053,Seller39,Travel/Transport,Native App Android,Valid
4,27,9,2024,76519,6.258481235578243,upi1054@bank,User1054,Seller52,Utilities,Native App iOS,Valid
13,9,6,2024,43578,4155.228224945716,upi1055@bank,User1055,Seller86,Utilities,Desktop Web,Valid
2,9,2,2024,70207,4189.857819006921,upi1056@bank,User1056,Seller3,Gaming/Entertainment,Native App iOS,Valid
20,23,12,2024,24133,3284.0944679576937,upi1057@bank,User1057,Seller29,Electronics,Native App iOS,Valid
4,10,10,2024,50317,570.8851188013103,upi1058@bank,User1058,Seller93,Travel/Transport,Native App Android,Valid
4,19,11,2023,65950,932.828860482198,upi1059@bank,User1059,Seller31,Food & Dining,Mobile Web,Valid
18,29,7,2024,59612,2732.4049254154943,upi1060@bank,User1060,Seller66,Healthcare,Native App Android,Valid
13,15,9,2023,64873,1344.1539508527064,upi1061@bank,User1061,Seller99,Groceries,Native App Android,Valid
3,5,6,2023,62002,334.0618966627504,upi1062@bank,User1062,Seller45,Groceries,Native App iOS,Valid
12,15,3,2024,52508,556.2511353786222,upi1063@bank,User1063,Seller73,Electronics,Native App iOS,Valid
9,20,7,2024,38379,7193.660936201863,upi1064@bank,User1064,Seller22,Healthcare,Native App Android,Valid
17,23,5,2024,15231,327.42308646865206,upi1065@bank,User1065,Seller83,Electronics,Native App Android,Valid
7,30,1,2023,41163,2589.8438968766905,upi1066@bank,User1066,Seller10,Food & Dining,Native App Android,Fraud
7,25,3,2023,31676,1300.24552388695,upi1067@bank,User1067,Seller21,P2P Transfer,Native App Android,Valid
6,28,5,2023,85483,2761.4331681789276,upi1068@bank,User1068,Seller17,Groceries,Native App Android,Valid
7,2,7,2024,55535,2164.178544161525,upi1069@bank,User1069,Seller67,Travel/Transport,Native App Android,Valid
13,13,3,2023,46110,1156.664880510825,upi1070@bank,User1070,Seller7,Healthcare,Native App Android,Valid
18,24,6,2023,46978,873.635484880442,upi1071@bank,User1071,Seller36,Utilities,Native App iOS,Valid
5,16,5,2023,72369,2807.7703880213367,upi1072@bank,User1072,Seller67,Healthcare,Native App Android,Valid
0,15,1,2024,4752,780.5852085592957,upi1073@bank,User1073,Seller77,Food & Dining,Native App Android,Valid
22,25,10,2023,24507,3100.1833214852845,upi1074@bank,User1074,Seller30,Gaming/Entertainment,Native App iOS,Valid
14,10,6,2023,85705,2277.8879713854813,upi1075@bank,User1075,Seller87,Groceries,POS Terminal,Valid
0,14,8,2024,41495,1723.9326305726088,upi1076@bank,User1076,Seller71,Travel/Transport,Desktop Web,Valid
16,10,1,2024,60886,920.2678227758427,upi1077@bank,User1077,Seller94,Food & Dining,Native App Android,Valid
0,25,2,2024,70559,459.0310127552486,upi1078@bank,User1078,Seller29,Gaming/Entertainment,Native App Android,Valid
14,14,4,2023,982,2478.6459905160423,upi1079@bank,User1079,Seller72,P2P Transfer,Native App Android,Valid
22,26,12,2023,79841,191.5888938607258,upi1080@bank,User1080,Seller74,Travel/Transport,Mobile Web,Valid
1,30,2,2023,16146,7049.596909157798,upi1081@bank,User1081,Seller33,Groceries,Mobile Web,Valid
13,23,11,2024,54843,7702.6005053698855,upi1082@bank,User1082,Seller59,Healthcare,Mobile Web,Valid
20,9,9,2023,76737,279.03596097627894,upi1083@bank,User1083,Seller20,Utilities,Native App iOS,Valid
7,25,10,2024,82446,219.48536885932188,upi1084@bank,User1084,Seller93,Travel/Transport,Native App Android,Valid
7,14,8,2024,23636,1064.4959963714482,upi1085@bank,User1085,Seller29,Gaming/Entertainment,Mobile Web,Valid
18,3,8,2023,82850,6630.953649172019,upi1086@bank,User1086,Seller53,Gaming/Entertainment,Native App iOS,Fraud
6,20,4,2023,27332,1022.6878468905103,upi1087@bank,User1087,Seller85,Groceries,Native App iOS,Failed
18,16,5,2023,51434,904.4912275511896,upi1088@bank,User1088,Seller1,Gaming/Entertainment,Native App iOS,Valid
5,2,4,2024,83866,2431.989957188787,upi1089@bank,User1089,Seller34,Food & Dining,Native App Android,Valid
5,10,9,2024,61271,393.8097241433667,upi1090@bank,User1090,Seller44,P2P Transfer,Mobile Web,Valid
2,3,2,2023,62726,902.9871518053495,upi1091@bank,User1091,Seller96,Gaming/Entertainment,Mobile Web,Valid
6,11,11,2024,80901,688.6669603394924,upi1092@bank,User1092,Seller14,Travel/Transport,Native App iOS,Failed
18,11,8,2023,10108,1840.269333823743,upi1093@bank,User1093,Seller37,Food & Dining,Native App Android,Valid
7,21,2,2023,68896,355.2720291373269,upi1094@bank,User1094,Seller35,Food & Dining,Native App Android,Valid
9,21,1,2023,42553,1591.2515087033396,upi1095@bank,User1095,Seller59,Electronics,Native App Android,Valid
19,22,10,2024,40880,3897.4805593149144,upi1096@bank,User1096,Seller24,Food & Dining,Desktop Web,Fraud
14,13,3,2024,52077,1443.7952716392426,upi1097@bank,User1097,Seller65,Healthcare,Native App Android,Valid
14,7,9,2023,3625,2300.842697962726,upi1098@bank,User1098,Seller6,Travel/Transport,Native App Android,Valid
0,23,12,2023,38237,156.45940928325672,upi1099@bank,User1099,Seller68,P2P Transfer,Native App Android,Fraud
19,17,3,2024,1223,1192.0611911114033,upi1100@bank,User1100,Seller38,Utilities,POS Terminal,Valid
6,30,9,2023,59303,199.40459043401157,upi1101@bank,User1101,Seller1,Electronics,Native App iOS,Valid
3,2,7,2024,65197,1829.891652264198,upi1102@bank,User1102,Seller41,Food & Dining,Mobile Web,Valid
5,12,10,2023,74693,659.939089336398,upi1103@bank,User1103,Seller31,Travel/Transport,Native App Android,Valid
0,25,1,2024,37760,677.2935251568601,upi1104@bank,User1104,Seller36,Healthcare,Native App Android,Valid
4,10,10,2023,79182,159.74670784351014,upi1105@bank,User1105,Seller73,Healthcare,Mobile Web,Valid
22,18,5,2024,57966,742.8169350969013,upi1106@bank,User1106,Seller54,Healthcare,Native App Android,Valid
0,22,9,2023,29024,1413.1830121317173,upi1107@bank,User1107,Seller87,Groceries,Native App iOS,Valid
3,27,12,2024,70323,1757.3161309409559,upi1108@bank,User1108,Seller31,Electronics,Native App Android,Valid
21,11,3,2024,23202,137.9833528520953,upi1109@bank,User1109,Seller29,P2P Transfer,Native App iOS,Fraud
1,16,9,2024,51524,2107.9998829625365,upi1110@bank,User1110,Seller85,Groceries,Native App iOS,Fraud
9,17,5,2024,43908,1342.2851773774864,upi1111@bank,User1111,Seller3,Gaming/Entertainment,Native App iOS,Valid
4,19,9,2023,36067,1539.6591152425217,upi1112@bank,User1112,Seller58,P2P Transfer,Native App Android,Fraud
9,18,10,2024,9360,3577.0893695922573,upi1113@bank,User1113,Seller90,Groceries,Native App Android,Failed
0,3,6,2024,12941,837.7890973758159,upi1114@bank,User1114,Seller61,Utilities,Mobile Web,Valid
21,21,9,2023,15993,382.44477108318654,upi1115@bank,User1115,Seller6,P2P Transfer,Mobile Web,Fraud
5,27,7,2024,14620,1605.0768427382866,upi1116@bank,User1116,Seller20,Groceries,POS Terminal,Valid
12,26,7,2023,20193,5801.641347625704,upi1117@bank,User1117,Seller61,Gaming/Entertainment,Native App iOS,Fraud
14,16,8,2024,51559,1459.0814037715095,upi1118@bank,User1118,Seller46,Healthcare,Native App Android,Valid
3,6,7,2024,21248,3566.5373261579075,upi1119@bank,User1119,Seller13,Gaming/Entertainment,Native App Android,Valid
12,25,12,2024,45852,2829.651511409867,upi1120@bank,User1120,Seller23,P2P Transfer,Desktop Web,Valid
23,12,9,2024,5027,1460.9953612658173,upi1121@bank,User1121,Seller79,Gaming/Entertainment,Native App Android,Valid
19,11,11,2024,63410,2085.7201328072665,upi1122@bank,User1122,Seller31,Electronics,Native App Android,Valid
23,15,9,2024,4260,1044.0434136180268,upi1123@bank,User1123,Seller4,P2P Transfer,Mobile Web,Valid
14,15,6,2023,37596,1512.7222321783572,upi1124@bank,User1124,Seller75,Travel/Transport,Native App iOS,Valid
7,16,7,2023,9012,1415.6517966462493,upi1125@bank,User1125,Seller66,P2P Transfer,Desktop Web,Valid
4,10,2,2024,25823,2469.6226757922213,upi1126@bank,User1126,Seller16,Groceries,Native App iOS,Valid
14,12,9,2024,73851,1055.2021609512208,upi1127@bank,User1127,Seller31,Gaming/Entertainment,Native App Android,Fraud
3,28,12,2023,47027,210.2035929729019,upi1128@bank,User1128,Seller48,Gaming/Entertainment,Native App iOS,Valid
11,13,1,2023,78167,3109.042846232937,upi1129@bank,User1129,Seller43,P2P Transfer,Native App Android,Valid
12,4,1,2024,83794,2309.432185811343,upi1130@bank,User1130,Seller4,Utilities,Mobile Web,Valid
1,7,3,2024,25099,5996.408871956483,upi1131@bank,User1131,Seller62,Food & Dining,Mobile Web,Valid
18,22,12,2024,36992,1119.738255514011,upi1132@bank,User1132,Seller48,Electronics,POS Terminal,Valid
18,2,6,2024,10977,162.86627104833067,upi1133@bank,User1133,Seller28,Travel/Transport,Native App Android,Valid
3,26,5,2024,56234,259.3496463454501,upi1134@bank,User1134,Seller16,Healthcare,Native App Android,Valid
3,27,2,2024,47376,2968.427865041499,upi1135@bank,User1135,Seller89,Groceries,Native App Android,Valid
10,27,9,2023,33978,140.3241439966927,upi1136@bank,User1136,Seller77,Healthcare,POS Terminal,Valid
4,27,10,2024,9218,4768.15751239044,upi1137@bank,User1137,Seller69,Healthcare,Native App iOS,Failed
19,15,4,2024,21788,661.5970369142382,upi1138@bank,User1138,Seller30,Gaming/Entertainment,Native App iOS,Valid
10,8,4,2023,20501,4582.875721373592,upi1139@bank,User1139,Seller65,P2P Transfer,Native App Android,Failed
9,7,5,2023,77989,2970.0811440959656,upi1140@bank,User1140,Seller69,P2P Transfer,Native App iOS,Valid
7,15,8,2023,15210,4099.005022174371,upi1141@bank,User1141,Seller14,P2P Transfer,Native App iOS,Failed
5,23,10,2023,74225,481.69797252618065,upi1142@bank,User1142,Seller75,Gaming/Entertainment,Desktop Web,Valid
5,14,4,2024,45489,1811.164029879262,upi1143@bank,User1143,Seller34,Electronics,Native App Android,Valid
7,8,5,2023,63721,196.52515825772343,upi1144@bank,User1144,Seller56,Travel/Transport,Native App Android,Failed
22,28,12,2023,42653,451.9971649279465,upi1145@bank,User1145,Seller29,Food & Dining,Native App iOS,Valid
14,12,4,2024,40950,741.8439838361086,upi1146@bank,User1146,Seller82,Utilities,Native App iOS,Valid
13,13,6,2023,8916,2700.407788081109,upi1147@bank,User1147,Seller79,Travel/Transport,Mobile Web,Valid
10,30,12,2023,65911,50.049813334257685,upi1148@bank,User1148,Seller25,Utilities,Native App Android,Fraud
11,11,3,2024,31449,4668.508267613297,upi1149@bank,User1149,Seller94,Healthcare,POS Terminal,Valid
12,17,8,2024,20782,146.87011906364103,upi1150@bank,User1150,Seller66,Travel/Transport,Native App Android,Valid
7,29,6,2024,20243,944.7815775932702,upi1151@bank,User1151,Seller40,Groceries,Native App Android,Valid
17,17,10,2024,29379,169.13337897544375,upi1152@bank,User1152,Seller91,Food & Dining,Native App Android,Valid
0,24,5,2024,37780,2930.3967416081687,upi1153@bank,User1153,Seller15,Food & Dining,Native App Android,Valid
14,4,2,2024,30740,304.7061974957297,upi1154@bank,User1154,Seller32,Electronics,Native App iOS,Valid
7,21,10,2024,19984,4321.423115592654,upi1155@bank,User1155,Seller20,Gaming/Entertainment,Native App Android,Valid
10,8,10,2023,50,1510.9900154985883,upi1156@bank,User1156,Seller53,Travel/Transport,Native App Android,Valid
11,5,7,2023,6590,5931.291665945832,upi1157@bank,User1157,Seller78,P2P Transfer,Mobile Web,Valid
11,26,2,2024,40205,685.9975321761383,upi1158@bank,User1158,Seller91,Food & Dining,Desktop Web,Valid
3,16,1,2023,15162,1211.431007371476,upi1159@bank,User1159,Seller67,Travel/Transport,Native App iOS,Valid
15,4,7,2024,49746,2369.9551386394746,upi1160@bank,User1160,Seller49,P2P Transfer,Native App iOS,Valid
3,28,5,2023,13105,3566.550872115844,upi1161@bank,User1161,Seller67,Electronics,Native App iOS,Valid
4,22,1,2024,37499,1094.139447048321,upi1162@bank,User1162,Seller77,Healthcare,Native App Android,Valid
23,29,4,2023,36641,4459.274155593747,upi1163@bank,User1163,Seller89,Healthcare,Native App iOS,Valid
4,15,12,2024,11628,251.0974400938965,upi1164@bank,User1164,Seller82,Travel/Transport,Native App iOS,Valid
7,12,4,2023,42032,2466.6983155871953,upi1165@bank,User1165,Seller1,Travel/Transport,Native App iOS,Valid
9,5,10,2024,65029,856.0319021578275,upi1166@bank,User1166,Seller39,Groceries,Native App Android,Valid
16,30,7,2023,38516,213.69097788707165,upi1167@bank,User1167,Seller61,Travel/Transport,Native App Android,Valid
8,23,9,2023,1476,977.6865541127987,upi1168@bank,User1168,Seller55,Groceries,Native App iOS,Valid
21,16,2,2024,40800,4244.1240464436505,upi1169@bank,User1169,Seller69,P2P Transfer,Native App Android,Failed
18,14,12,2023,35788,7878.158625776643,upi1170@bank,User1170,Seller2,Gaming/Entertainment,Native App Android,Valid
13,10,1,2023,26240,997.7936351179667,upi1171@bank,User1171,Seller94,Healthcare,Native App iOS,Valid
7,7,2,2023,10922,4350.432083920664,upi1172@bank,User1172,Seller17,Gaming/Entertainment,Native App Android,Valid
8,13,7,2023,64198,1425.2897269796329,upi1173@bank,User1173,Seller29,P2P Transfer,Native App iOS,Valid
21,20,10,2023,58739,2524.723038744802,upi1174@bank,User1174,Seller4,Healthcare,Mobile Web,Valid
10,28,6,2024,73602,92.86587599767385,upi1175@bank,User1175,Seller73,Healthcare,Native App iOS,Failed
22,29,4,2024,12089,1629.7799654359312,upi1176@bank,User1176,Seller64,Food & Dining,Mobile Web,Fraud
0,5,1,2023,32600,145.4896659088004,upi1177@bank,User1177,Seller85,Electronics,Desktop Web,Valid
13,29,1,2024,46176,625.638650482964,upi1178@bank,User1178,Seller43,Gaming/Entertainment,Native App Android,Valid
4,3,5,2023,8167,1673.1776685488355,upi1179@bank,User1179,Seller76,Groceries,Native App iOS,Valid
20,15,1,2024,78352,3291.8279619309433,upi1180@bank,User1180,Seller12,Healthcare,Native App Android,Valid
13,4,12,2023,21164,1646.0272520200706,upi1181@bank,User1181,Seller50,Food & Dining,Mobile Web,Valid
3,15,7,2023,85965,5503.739026037664,upi1182@bank,User1182,Seller68,Gaming/Entertainment,Native App Android,Fraud
21,14,11,2023,31415,3324.9655596063526,upi1183@bank,User1183,Seller61,Utilities,Desktop Web,Valid
22,20,1,2023,73653,339.7747163466882,upi1184@bank,User1184,Seller92,Food & Dining,Mobile Web,Valid
0,19,1,2024,71895,985.1807543124735,upi1185@bank,User1185,Seller73,P2P Transfer,Native App Android,Valid
21,13,2,2024,79900,2208.1670209270774,upi1186@bank,User1186,Seller51,Utilities,Native App Android,Valid
22,10,11,2024,75829,5574.382657943902,upi1187@bank,User1187,Seller96,Gaming/Entertainment,Native App Android,Fraud
18,21,12,2023,58650,8798.893982792812,upi1188@bank,User1188,Seller77,Food & Dining,Desktop Web,Valid
7,5,10,2024,58981,2880.9642109914953,upi1189@bank,User1189,Seller98,Travel/Transport,Native App Android,Valid
14,27,3,2024,74868,1705.5490861838036,upi1190@bank,User1190,Seller83,Electronics,Native App iOS,Valid
20,23,11,2023,615,2826.1778183107563,upi1191@bank,User1191,Seller78,Groceries,Native App Android,Valid
14,20,1,2023,45612,638.3081060992616,upi1192@bank,User1192,Seller5,Travel/Transport,Native App Android,Valid
8,29,9,2023,77937,667.0416689201077,upi1193@bank,User1193,Seller91,Utilities,Mobile Web,Fraud
20,20,10,2024,41936,2124.6533699497954,upi1194@bank,User1194,Seller28,Healthcare,Native App Android,Failed
8,25,8,2024,29372,4108.882560054694,upi1195@bank,User1195,Seller90,Electronics,Native App Android,Valid
9,6,5,2023,67875,7000.4552302270295,upi1196@bank,User1196,Seller10,Healthcare,Mobile Web,Failed
19,4,11,2024,81782,835.0792273663585,upi1197@bank,User1197,Seller88,Food & Dining,Native App iOS,Valid
20,2,2,2023,61700,3184.705626012413,upi1198@bank,User1198,Seller81,Travel/Transport,Native App Android,Valid
8,22,5,2024,8109,3814.7555705441728,upi1199@bank,User1199,Seller52,P2P Transfer,Mobile Web,Valid
2,16,6,2023,23758,1951.939455475825,upi1200@bank,User1200,Seller80,Gaming/Entertainment,Mobile Web,Valid
19,18,1,2024,13317,854.169930757089,upi1201@bank,User1201,Seller17,P2P Transfer,Mobile Web,Valid
10,5,11,2024,82298,1930.3767713282343,upi1202@bank,User1202,Seller65,Electronics,Native App Android,Valid
5,22,4,2024,69001,1756.2993965356043,upi1203@bank,User1203,Seller21,P2P Transfer,Native App Android,Valid
1,4,9,2023,51423,1865.478062011194,upi1204@bank,User1204,Seller54,Groceries,Native App iOS,Failed
6,30,2,2023,25622,1931.2782260209208,upi1205@bank,User1205,Seller49,Gaming/Entertainment,Desktop Web,Valid
17,13,5,2023,6800,3755.3955248583748,upi1206@bank,User1206,Seller22,Healthcare,Native App iOS,Valid
1,19,1,2024,35539,372.85558354021754,upi1207@bank,User1207,Seller69,Electronics,Native App Android,Failed
16,23,4,2023,2600,915.4986738239718,upi1208@bank,User1208,Seller64,Gaming/Entertainment,Native App Android,Valid
10,2,4,2024,71054,1763.786955020481,upi1209@bank,User1209,Seller36,Electronics,POS Terminal,Valid
11,13,6,2023,85163,666.2732799411625,upi1210@bank,User1210,Seller21,P2P Transfer,Native App iOS,Valid
18,11,10,2023,29369,7647.394509582526,upi1211@bank,User1211,Seller56,Electronics,Native App Android,Valid
